12949500,4824500	5141
12949500,4825500	2957
12949500,4764500	80
12949500,4826500	774
12949500,4827500	1345
12949500,4828500	2810
12949500,4829500	2647
12949500,4830500	1487
12949500,4831500	2056
12949500,4832500	4378
12949500,4833500	3089
12949500,4834500	4572
12949500,4835500	5894
12949500,4836500	4917
12949500,4765500	85
12949500,4837500	3190
12949500,4838500	1282
12949500,4839500	1522
12949500,4766500	249
12949500,4840500	981
12949500,4841500	1732
12949500,4842500	1304
12949500,4843500	3202
12949500,4844500	2973
12949500,4845500	1347
12949500,4846500	972
12949500,4847500	965
12859500,4758500	9
12949500,4848500	2032
12949500,4849500	3359
12949500,4767500	181
12949500,4850500	1924
12949500,4851500	1097
12949500,4852500	1035
12949500,4853500	782
12949500,4854500	339
12949500,4855500	174
12949500,4856500	68
12949500,4857500	62
12850500,4758500	1
12950500,4758500	148
12859500,4862500	1
12859500,4863500	1
12950500,4858500	19
12950500,4859500	151
12950500,4768500	204
12950500,4860500	90
12950500,4862500	27
12950500,4863500	337
12950500,4864500	166
12950500,4865500	50
12950500,4866500	162
12950500,4867500	67
12950500,4868500	117
12950500,4869500	6
12950500,4769500	161
12950500,4870500	36
12950500,4871500	70
12950500,4872500	34
12950500,4873500	22
12950500,4876500	5
12950500,4770500	333
12950500,4883500	3
12950500,4884500	8
12950500,4886500	2
12950500,4771500	189
12950500,4892500	2
12950500,4893500	1
12950500,4898500	10
12950500,4899500	1
12950500,4772500	118
12950500,4900500	1
12950500,4901500	3
12950500,4902500	6
12950500,4903500	4
12950500,4773500	68
12950500,4774500	128
12950500,4919500	9
12950500,4759500	64
12859500,4875500	1
12950500,4775500	199
12950500,4938500	4
12859500,4876500	14
12950500,4939500	6
12950500,4940500	6
12950500,4776500	266
12859500,4877500	12
12950500,4777500	201
12950500,4959500	2
12950500,4778500	209
12859500,4878500	9
12950500,4779500	188
12859500,4879500	3
12950500,4976500	1
12950500,4977500	1
12950500,4780500	194
12950500,4781500	166
12859500,4770500	4
12950500,4782500	436
12950500,4783500	289
12950500,4784500	478
12950500,4760500	74
12950500,4785500	421
12950500,4786500	625
12950500,4787500	135
12859500,4759500	3
12950500,4788500	37
12859500,4771500	1
12950500,4789500	164
12859500,4890500	2
12950500,4790500	442
12950500,4791500	860
12859500,4892500	13
12950500,4792500	619
12950500,4761500	5
12859500,4893500	48
12950500,4793500	797
12950500,4794500	1165
12859500,4894500	32
12950500,4795500	698
12859500,4895500	95
12859500,4896500	286
12950500,4796500	618
12950500,4797500	540
12859500,4897500	675
12859500,4898500	700
12950500,4798500	747
12950500,4799500	1476
12859500,4899500	378
12950500,4762500	15
12950500,4800500	1871
12859500,4900500	76
12859500,4901500	118
12950500,4801500	1808
12950500,4802500	2056
12859500,4902500	76
12950500,4803500	1867
12859500,4903500	3
12859500,4904500	1
12950500,4804500	1567
12859500,4905500	2
12950500,4805500	974
12950500,4806500	1789
12859500,4906500	2
12950500,4807500	1286
12859500,4907500	4
12859500,4908500	10
12950500,4808500	2129
12950500,4763500	13
12950500,4809500	994
12950500,4810500	981
12950500,4811500	295
12950500,4812500	634
12950500,4813500	527
12950500,4814500	1384
12950500,4815500	623
12950500,4816500	1164
12950500,4817500	1916
12950500,4818500	512
12950500,4819500	928
12950500,4820500	1007
12950500,4821500	2065
12950500,4822500	2981
12950500,4823500	3683
12950500,4824500	3791
12950500,4825500	2702
12950500,4826500	940
12950500,4827500	1266
12950500,4828500	3057
12950500,4829500	4037
12950500,4765500	21
12950500,4830500	3332
12950500,4831500	2467
12950500,4832500	2432
12950500,4833500	1771
12950500,4834500	3288
12950500,4835500	2993
12950500,4836500	3099
12950500,4837500	2744
12950500,4838500	2601
12950500,4839500	1248
12950500,4840500	1661
12950500,4841500	730
12950500,4842500	1433
12950500,4843500	1825
12950500,4844500	1506
12859500,4944500	18
12950500,4845500	1319
12950500,4766500	73
12859500,4945500	7
12950500,4846500	2393
12950500,4847500	3333
12859500,4948500	1
12950500,4848500	1272
12950500,4849500	1847
12950500,4850500	1426
12950500,4851500	1272
12950500,4767500	41
12950500,4852500	51
12950500,4853500	260
12950500,4854500	320
12950500,4855500	469
12950500,4856500	361
12950500,4857500	641
12859500,4959500	1
12951500,4758500	15
12859500,4962500	1
12951500,4858500	101
12951500,4859500	99
12951500,4860500	13
12951500,4861500	30
12951500,4862500	48
12951500,4863500	277
12951500,4864500	10
12951500,4865500	67
12951500,4866500	19
12951500,4867500	63
12951500,4768500	97
12951500,4868500	136
12951500,4869500	2
12951500,4769500	2
12951500,4870500	20
12951500,4871500	120
12951500,4872500	35
12951500,4883500	17
12951500,4884500	10
12951500,4885500	10
12951500,4886500	31
12951500,4770500	9
12951500,4887500	1
12951500,4892500	2
12951500,4898500	13
12951500,4772500	1
12951500,4900500	8
12951500,4901500	18
12951500,4902500	2
12951500,4903500	3
12951500,4904500	3
12951500,4905500	2
12951500,4906500	1
12951500,4773500	1
12951500,4759500	58
12951500,4920500	7
12951500,4921500	1
12951500,4922500	2
12951500,4774500	65
12951500,4775500	1
12951500,4938500	1
12951500,4939500	8
12951500,4776500	3
12951500,4777500	6
12951500,4955500	3
12951500,4956500	1
12951500,4959500	3
12951500,4760500	12
12951500,4779500	28
12951500,4780500	58
12951500,4984500	2
12951500,4781500	16
12951500,4782500	94
12951500,4783500	47
12951500,4784500	20
12951500,4785500	15
12951500,4786500	48
12951500,4787500	15
12951500,4788500	8
12951500,4761500	10
12951500,4789500	61
12859500,4990500	13
12951500,4790500	40
12951500,4791500	170
12859500,4991500	2
12951500,4792500	141
12951500,4793500	53
12951500,4794500	380
12951500,4795500	432
12951500,4796500	605
12951500,4797500	623
12951500,4798500	1519
12951500,4799500	2193
12951500,4800500	2638
12951500,4801500	2107
12951500,4762500	33
12951500,4802500	1947
12951500,4803500	1528
12951500,4804500	1467
12951500,4805500	1347
12951500,4806500	1829
12951500,4807500	1721
12951500,4808500	1012
12951500,4809500	1415
12951500,4763500	17
12951500,4810500	1680
12951500,4811500	1550
12951500,4812500	1392
12951500,4813500	1406
12951500,4814500	1473
12951500,4815500	746
12951500,4816500	1745
12951500,4817500	2513
12951500,4818500	531
12951500,4819500	1058
12951500,4820500	978
12951500,4821500	2055
12951500,4822500	2801
12951500,4823500	3492
12951500,4824500	3217
12951500,4825500	3386
12951500,4826500	2526
12951500,4827500	1901
12951500,4828500	2578
12859500,4785500	1
12951500,4829500	2365
12951500,4830500	2035
12951500,4831500	2246
12951500,4832500	2996
12951500,4833500	2338
12951500,4834500	2838
12951500,4765500	7
12951500,4835500	5540
12951500,4836500	3185
12951500,4837500	4934
12951500,4838500	5001
12951500,4839500	2524
12951500,4766500	24
12951500,4840500	934
12951500,4841500	566
12951500,4842500	1143
12951500,4843500	2103
12951500,4844500	2469
12951500,4845500	2179
12951500,4846500	1296
12951500,4847500	1462
12951500,4848500	1192
12951500,4849500	2501
12951500,4850500	1811
12951500,4851500	1307
12951500,4852500	618
12951500,4853500	564
12951500,4767500	6
12951500,4854500	198
12951500,4855500	154
12951500,4856500	22
12951500,4857500	110
12859500,4788500	2
12952500,4758500	67
12952500,4858500	70
12952500,4768500	106
12952500,4859500	52
12952500,4860500	34
12952500,4861500	31
12952500,4862500	147
12952500,4863500	267
12952500,4864500	20
12952500,4865500	22
12952500,4866500	42
12952500,4867500	86
12952500,4868500	123
12952500,4869500	59
12952500,4769500	2
12952500,4870500	113
12952500,4871500	36
12952500,4872500	60
12952500,4873500	3
12859500,4789500	2
12952500,4770500	3
12952500,4881500	7
12952500,4882500	4
12952500,4886500	12
12952500,4887500	14
12952500,4888500	11
12952500,4771500	12
12952500,4892500	28
12952500,4896500	1
12952500,4897500	19
12952500,4898500	50
12952500,4772500	10
12952500,4899500	11
12952500,4900500	21
12952500,4906500	1
12952500,4907500	3
12952500,4915500	1
12952500,4916500	2
12952500,4773500	87
12952500,4917500	2
12952500,4774500	158
12952500,4920500	9
12952500,4939500	35
12952500,4940500	17
12952500,4759500	9
12952500,4777500	1
12952500,4949500	1
12952500,4954500	3
12952500,4778500	1
12952500,4779500	33
12952500,4760500	2
12952500,4780500	39
12952500,4984500	4
12952500,4781500	19
12952500,4782500	83
12952500,4783500	26
12952500,4784500	96
12952500,4785500	47
12952500,4786500	99
12952500,4787500	1
12952500,4788500	7
12952500,4789500	2
12952500,4761500	13
12952500,4790500	304
12952500,4791500	748
12952500,4792500	362
12952500,4793500	293
12952500,4794500	397
12952500,4795500	160
12952500,4796500	514
12952500,4797500	1251
12952500,4798500	2061
12952500,4799500	2257
12952500,4800500	2030
12952500,4762500	23
12952500,4801500	1977
12952500,4802500	1102
12952500,4803500	1049
12952500,4804500	2622
12952500,4805500	933
12952500,4806500	833
12952500,4807500	1490
12952500,4808500	1786
12952500,4809500	1852
12952500,4810500	1487
12952500,4763500	26
12952500,4811500	1750
12952500,4812500	1193
12952500,4813500	1953
12952500,4814500	2202
12952500,4815500	1716
12952500,4816500	2086
12952500,4817500	2497
12952500,4818500	1037
12952500,4819500	1633
12952500,4764500	13
12952500,4820500	2697
12952500,4821500	3280
12952500,4822500	3413
12952500,4823500	3346
12952500,4824500	3300
12952500,4825500	3334
12952500,4826500	2984
12952500,4827500	3084
12952500,4828500	3061
12952500,4829500	3608
12952500,4765500	2
12952500,4830500	3207
12952500,4831500	3182
12952500,4832500	3079
12952500,4833500	2725
12952500,4834500	3407
12952500,4835500	4211
12952500,4836500	1785
12952500,4837500	3670
12952500,4838500	2826
12952500,4839500	2897
12952500,4766500	2
12952500,4840500	1995
12952500,4841500	1439
12952500,4842500	1955
12952500,4843500	3493
12952500,4844500	3296
12952500,4845500	1489
12952500,4846500	509
12952500,4847500	2553
12952500,4848500	2474
12952500,4849500	1161
12952500,4850500	1280
12952500,4851500	1548
12952500,4852500	1194
12952500,4853500	290
12952500,4767500	6
12952500,4854500	42
12952500,4855500	216
12952500,4856500	42
12952500,4857500	38
12953500,4758500	33
12953500,4858500	59
12953500,4768500	1
12953500,4859500	6
12953500,4860500	3
12953500,4861500	2
12953500,4862500	80
12953500,4863500	275
12953500,4864500	88
12953500,4865500	13
12953500,4866500	7
12953500,4867500	17
12953500,4868500	125
12953500,4769500	1
12953500,4869500	84
12953500,4870500	195
12953500,4871500	145
12953500,4872500	46
12953500,4873500	39
12953500,4874500	12
12953500,4875500	4
12953500,4880500	21
12953500,4770500	25
12953500,4881500	4
12953500,4759500	29
12953500,4887500	5
12953500,4888500	4
12953500,4889500	9
12953500,4890500	9
12953500,4891500	12
12953500,4892500	1
12953500,4893500	3
12953500,4896500	3
12953500,4771500	9
12953500,4897500	25
12953500,4907500	1
12953500,4908500	5
12953500,4909500	1
12953500,4773500	4
12953500,4917500	2
12953500,4918500	2
12953500,4919500	11
12953500,4774500	19
12953500,4920500	3
12953500,4775500	3
12953500,4776500	1
12953500,4939500	11
12953500,4940500	18
12953500,4777500	4
12953500,4954500	1
12953500,4778500	3
12859500,4800500	1
12953500,4779500	28
12953500,4972500	3
12953500,4780500	28
12953500,4984500	1
12953500,4781500	39
12953500,4992500	1
12953500,4782500	8
12953500,4783500	17
12953500,4784500	31
12953500,4785500	3
12953500,4786500	29
12953500,4787500	36
12953500,4788500	4
12953500,4761500	1
12953500,4789500	17
12953500,4790500	307
12953500,4791500	469
12953500,4792500	164
12953500,4793500	166
12953500,4794500	212
12953500,4795500	612
12953500,4796500	546
12953500,4797500	357
12953500,4798500	1127
12953500,4799500	119
12953500,4762500	16
12953500,4800500	338
12953500,4801500	943
12953500,4802500	6
12953500,4803500	495
12953500,4804500	1411
12953500,4805500	96
12953500,4806500	849
12953500,4807500	111
12953500,4808500	362
12953500,4809500	322
12953500,4810500	163
12953500,4811500	652
12953500,4812500	256
12953500,4813500	375
12953500,4814500	1207
12953500,4815500	698
12953500,4816500	1915
12953500,4763500	9
12953500,4817500	1593
12953500,4818500	369
12953500,4819500	2420
12953500,4820500	1851
12953500,4821500	1994
12953500,4764500	41
12953500,4822500	2795
12953500,4823500	4296
12953500,4824500	4091
12953500,4825500	5802
12953500,4826500	5801
12953500,4827500	6163
12953500,4828500	3926
12953500,4829500	6112
12953500,4830500	7628
12953500,4765500	3
12953500,4831500	3924
12953500,4832500	3636
12953500,4833500	3155
12953500,4834500	3155
12953500,4835500	4111
12953500,4836500	3352
12953500,4837500	4442
12953500,4838500	2627
12953500,4839500	3392
12953500,4840500	2296
12953500,4766500	26
12953500,4841500	2086
12953500,4842500	2125
12953500,4843500	2250
12953500,4844500	2614
12953500,4845500	1962
12953500,4846500	244
12953500,4847500	383
12953500,4848500	1833
12953500,4849500	2061
12953500,4850500	1507
12953500,4851500	1030
12953500,4767500	4
12953500,4852500	344
12953500,4853500	439
12953500,4854500	251
12953500,4855500	1228
12953500,4856500	188
12953500,4857500	32
12954500,4758500	44
12954500,4858500	73
12954500,4859500	3
12954500,4860500	5
12954500,4861500	33
12954500,4862500	198
12954500,4863500	40
12954500,4768500	6
12954500,4864500	68
12954500,4865500	84
12954500,4866500	7
12954500,4868500	9
12954500,4869500	34
12954500,4870500	23
12954500,4871500	143
12954500,4872500	89
12954500,4873500	81
12954500,4874500	142
12954500,4875500	53
12954500,4876500	14
12954500,4759500	2
12954500,4770500	21
12954500,4880500	57
12954500,4881500	20
12954500,4890500	10
12954500,4891500	13
12954500,4892500	35
12954500,4771500	5
12954500,4893500	21
12954500,4894500	8
12954500,4895500	26
12954500,4896500	18
12954500,4897500	2
12954500,4898500	1
12954500,4908500	1
12954500,4909500	4
12954500,4773500	6
12954500,4915500	2
12954500,4918500	9
12954500,4774500	38
12954500,4923500	2
12954500,4775500	15
12954500,4941500	1
12954500,4776500	35
12954500,4943500	1
12954500,4945500	1
12954500,4946500	1
12954500,4777500	18
12954500,4778500	13
12954500,4779500	12
12954500,4971500	2
12954500,4780500	39
12954500,4982500	4
12954500,4781500	62
12954500,4782500	8
12954500,4783500	8
12954500,4784500	53
12954500,4785500	14
12954500,4786500	19
12954500,4787500	16
12954500,4788500	2
12954500,4789500	117
12954500,4790500	147
12954500,4761500	25
12954500,4791500	157
12954500,4792500	22
12954500,4793500	5
12954500,4794500	63
12954500,4795500	192
12954500,4796500	405
12954500,4797500	420
12954500,4798500	555
12954500,4799500	47
12954500,4800500	64
12859500,4812500	3
12954500,4801500	324
12954500,4762500	4
12954500,4802500	569
12954500,4803500	638
12954500,4804500	1167
12954500,4805500	495
12954500,4806500	1538
12954500,4807500	185
12954500,4808500	385
12954500,4809500	1268
12954500,4810500	707
12954500,4811500	1668
12954500,4812500	1023
12954500,4763500	5
12954500,4813500	361
12954500,4814500	1429
12954500,4815500	1243
12954500,4816500	1744
12954500,4817500	2324
12954500,4818500	2657
12954500,4819500	2248
12954500,4820500	2905
12954500,4821500	2046
12954500,4822500	3211
12954500,4823500	3395
12954500,4824500	3740
12954500,4825500	3824
12954500,4764500	8
12954500,4826500	3452
12954500,4827500	2982
12954500,4828500	2016
12954500,4765500	1
12954500,4829500	2039
12954500,4830500	2914
12954500,4831500	2826
12954500,4832500	2724
12954500,4833500	2562
12954500,4834500	2403
12954500,4835500	3173
12954500,4836500	2805
12954500,4837500	3247
12954500,4838500	1859
12954500,4766500	10
12954500,4839500	2002
12954500,4840500	2129
12954500,4841500	1129
12954500,4842500	438
12954500,4843500	1039
12954500,4844500	1163
12954500,4845500	269
12954500,4846500	333
12954500,4847500	1091
12954500,4848500	868
12954500,4767500	1
12954500,4849500	2423
12954500,4850500	2475
12954500,4851500	1194
12954500,4852500	480
12954500,4853500	1543
12954500,4854500	769
12954500,4855500	1199
12954500,4856500	215
12954500,4857500	12
12955500,4758500	25
12955500,4858500	32
12955500,4859500	7
12955500,4768500	27
12955500,4860500	7
12955500,4861500	4
12955500,4862500	175
12955500,4863500	1
12955500,4864500	61
12955500,4865500	8
12955500,4866500	24
12955500,4867500	12
12955500,4868500	26
12955500,4769500	1
12955500,4869500	29
12955500,4870500	44
12955500,4871500	101
12955500,4872500	62
12955500,4873500	23
12955500,4874500	19
12955500,4875500	29
12955500,4879500	3
12955500,4770500	21
12955500,4881500	12
12955500,4882500	3
12955500,4891500	25
12955500,4892500	22
12955500,4894500	3
12955500,4895500	11
12955500,4771500	8
12955500,4896500	7
12955500,4898500	1
12955500,4909500	1
12955500,4773500	2
12955500,4918500	7
12955500,4774500	62
12955500,4775500	5
12955500,4941500	7
12955500,4947500	1
12955500,4777500	5
12955500,4953500	3
12955500,4778500	12
12955500,4760500	1
12955500,4969500	2
12955500,4779500	17
12955500,4780500	29
12955500,4990500	1
12955500,4991500	4
12955500,4992500	1
12955500,4782500	2
12955500,4783500	22
12955500,4784500	30
12955500,4785500	1
12955500,4786500	23
12955500,4787500	62
12955500,4788500	100
12955500,4789500	25
12955500,4761500	15
12955500,4790500	63
12955500,4791500	115
12955500,4792500	53
12955500,4793500	59
12955500,4794500	144
12955500,4795500	515
12955500,4796500	474
12955500,4797500	339
12955500,4798500	585
12955500,4799500	523
12955500,4800500	174
12955500,4762500	3
12955500,4801500	626
12955500,4802500	86
12955500,4803500	87
12955500,4804500	767
12955500,4805500	613
12955500,4806500	721
12955500,4807500	218
12955500,4808500	223
12955500,4763500	17
12955500,4809500	871
12955500,4810500	974
12955500,4811500	1001
12955500,4812500	976
12955500,4813500	62
12955500,4814500	1599
12955500,4815500	2829
12955500,4816500	3316
12955500,4817500	2705
12955500,4818500	2436
12955500,4764500	1
12955500,4819500	2874
12955500,4820500	2804
12955500,4821500	3481
12955500,4822500	2532
12955500,4823500	3878
12955500,4824500	4390
12955500,4825500	5348
12955500,4826500	4433
12955500,4827500	2095
12955500,4828500	2205
12955500,4765500	1
12955500,4829500	2987
12955500,4830500	2203
12955500,4831500	4075
12955500,4832500	2982
12955500,4833500	2645
12955500,4834500	3586
12955500,4835500	3014
12955500,4836500	2658
12955500,4837500	2916
12955500,4838500	2406
12955500,4839500	3282
12955500,4840500	1660
12955500,4841500	1104
12955500,4842500	2001
12955500,4843500	1243
12955500,4766500	6
12955500,4844500	1771
12955500,4845500	260
12955500,4846500	71
12955500,4847500	496
12955500,4848500	1276
12955500,4849500	477
12955500,4850500	1101
12955500,4851500	1170
12955500,4852500	828
12955500,4853500	1806
12955500,4854500	941
12955500,4855500	840
12955500,4767500	8
12955500,4856500	79
12955500,4857500	14
12956500,4758500	14
12956500,4858500	122
12956500,4859500	92
12956500,4860500	171
12956500,4768500	3
12956500,4861500	292
12956500,4862500	294
12956500,4863500	7
12956500,4864500	493
12956500,4865500	52
12956500,4866500	33
12956500,4867500	32
12956500,4868500	5
12956500,4869500	27
12956500,4870500	139
12956500,4769500	3
12956500,4871500	20
12956500,4872500	28
12956500,4873500	39
12956500,4874500	22
12956500,4879500	5
12956500,4770500	4
12859500,4829500	3
12956500,4891500	30
12956500,4892500	9
12956500,4896500	6
12956500,4771500	9
12956500,4897500	2
12956500,4772500	10
12956500,4773500	3
12956500,4915500	1
12956500,4918500	8
12956500,4774500	25
12956500,4921500	1
12956500,4775500	41
12956500,4940500	3
12956500,4941500	2
12956500,4776500	8
12956500,4947500	2
12956500,4948500	3
12956500,4777500	21
12956500,4953500	4
12956500,4967500	1
12956500,4779500	2
12956500,4780500	11
12859500,4830500	22
12956500,4988500	1
12956500,4782500	4
12956500,4783500	78
12956500,4784500	43
12956500,4785500	75
12956500,4786500	46
12956500,4787500	97
12956500,4788500	38
12956500,4789500	55
12956500,4790500	126
12956500,4761500	25
12956500,4791500	156
12956500,4792500	119
12956500,4793500	19
12956500,4794500	8
12956500,4795500	192
12956500,4796500	370
12956500,4797500	595
12956500,4798500	895
12956500,4799500	259
12956500,4762500	2
12956500,4800500	64
12956500,4801500	220
12956500,4802500	885
12956500,4803500	220
12956500,4804500	1148
12956500,4805500	1150
12956500,4806500	599
12956500,4807500	494
12956500,4808500	269
12956500,4809500	334
12956500,4763500	2
12956500,4810500	727
12956500,4811500	144
12956500,4812500	21
12956500,4813500	94
12956500,4814500	1243
12956500,4815500	2049
12956500,4816500	2925
12956500,4817500	2509
12956500,4818500	2831
12956500,4764500	1
12956500,4819500	4583
12956500,4820500	1750
12956500,4821500	1371
12859500,4834500	4
12956500,4822500	2234
12956500,4823500	2776
12956500,4824500	2299
12956500,4825500	1916
12956500,4826500	828
12956500,4827500	844
12956500,4828500	1481
12956500,4765500	1
12956500,4829500	2291
12956500,4830500	946
12956500,4831500	2333
12956500,4832500	3328
12956500,4833500	3949
12956500,4834500	4644
12956500,4835500	4412
12956500,4836500	2982
12956500,4837500	3614
12956500,4838500	2187
12956500,4839500	2344
12956500,4840500	869
12956500,4766500	3
12956500,4841500	253
12956500,4842500	1055
12956500,4843500	208
12956500,4844500	94
12956500,4845500	4
12956500,4846500	27
12956500,4847500	241
12956500,4848500	1176
12956500,4849500	279
12956500,4767500	2
12956500,4850500	842
12956500,4851500	352
12956500,4852500	12
12956500,4853500	806
12956500,4854500	791
12956500,4855500	89
12956500,4856500	100
12956500,4857500	27
12957500,4758500	2
12957500,4858500	52
12957500,4859500	49
12957500,4860500	148
12957500,4861500	164
12957500,4862500	314
12957500,4768500	5
12957500,4863500	94
12957500,4864500	640
12957500,4865500	261
12957500,4866500	55
12957500,4867500	90
12957500,4868500	28
12957500,4869500	32
12957500,4870500	183
12957500,4871500	21
12957500,4872500	21
12957500,4873500	54
12957500,4769500	60
12957500,4874500	46
12957500,4759500	2
12957500,4878500	2
12957500,4770500	14
12957500,4879500	5
12957500,4886500	15
12957500,4890500	1
12957500,4891500	4
12957500,4771500	4
12957500,4772500	16
12957500,4902500	4
12957500,4773500	10
12957500,4915500	3
12957500,4918500	6
12957500,4774500	11
12957500,4775500	86
12957500,4940500	3
12957500,4776500	28
12957500,4941500	5
12957500,4949500	2
12957500,4777500	26
12957500,4953500	1
12957500,4778500	9
12957500,4779500	60
12957500,4980500	27
12957500,4780500	36
12957500,4986500	3
12957500,4781500	18
12957500,4782500	11
12957500,4783500	144
12957500,4784500	26
12957500,4785500	82
12957500,4786500	38
12957500,4787500	62
12957500,4788500	52
12957500,4789500	15
12957500,4790500	73
12957500,4791500	86
12957500,4792500	166
12957500,4793500	55
12957500,4794500	32
12957500,4795500	31
12957500,4761500	8
12957500,4796500	207
12957500,4797500	76
12957500,4798500	464
12957500,4799500	36
12957500,4800500	28
12957500,4801500	28
12957500,4802500	238
12957500,4803500	153
12957500,4804500	551
12957500,4805500	119
12957500,4806500	21
12957500,4807500	21
12957500,4808500	40
12957500,4809500	152
12957500,4763500	2
12957500,4810500	363
12957500,4811500	628
12957500,4812500	541
12957500,4813500	179
12957500,4814500	918
12957500,4815500	794
12957500,4816500	1829
12957500,4817500	1738
12957500,4818500	2931
12957500,4819500	2629
12957500,4820500	2710
12957500,4821500	1711
12957500,4822500	3290
12957500,4823500	3443
12957500,4824500	2275
12957500,4825500	1682
12957500,4826500	395
12957500,4764500	9
12957500,4827500	504
12957500,4828500	572
12957500,4829500	1208
12957500,4830500	1342
12957500,4831500	3060
12957500,4832500	2746
12957500,4833500	2058
12957500,4834500	3659
12957500,4835500	2992
12957500,4836500	2114
12957500,4837500	2621
12957500,4838500	1514
12957500,4766500	1
12957500,4839500	3848
12957500,4840500	1250
12957500,4841500	51
12957500,4842500	519
12957500,4843500	146
12957500,4844500	91
12957500,4845500	13
12957500,4846500	12
12957500,4847500	223
12957500,4848500	241
12957500,4849500	18
12957500,4850500	209
12957500,4851500	1107
12957500,4767500	32
12957500,4852500	21
12957500,4853500	193
12957500,4854500	1410
12957500,4855500	941
12957500,4856500	256
12957500,4857500	134
12958500,4758500	7
12958500,4858500	96
12958500,4859500	51
12958500,4860500	34
12958500,4768500	25
12958500,4861500	183
12958500,4862500	402
12958500,4863500	91
12958500,4864500	438
12958500,4865500	396
12958500,4866500	84
12958500,4867500	144
12958500,4868500	29
12958500,4869500	56
12958500,4870500	36
12958500,4871500	24
12958500,4769500	37
12958500,4872500	22
12958500,4873500	112
12958500,4874500	75
12958500,4875500	3
12958500,4876500	10
12958500,4877500	11
12958500,4878500	15
12958500,4879500	4
12958500,4770500	45
12958500,4889500	1
12958500,4890500	8
12958500,4891500	3
12958500,4771500	55
12958500,4900500	3
12958500,4901500	1
12958500,4772500	35
12958500,4911500	7
12958500,4912500	1
12958500,4913500	1
12958500,4773500	54
12958500,4917500	8
12958500,4918500	4
12958500,4920500	2
12958500,4921500	1
12958500,4775500	13
12958500,4940500	1
12958500,4776500	22
12958500,4949500	4
12958500,4777500	3
12958500,4953500	1
12958500,4954500	7
12958500,4778500	19
12958500,4760500	1
12958500,4779500	10
12958500,4976500	1
12958500,4977500	3
12958500,4979500	1
12958500,4780500	16
12958500,4980500	18
12958500,4981500	6
12958500,4984500	1
12958500,4985500	3
12958500,4986500	4
12958500,4781500	20
12958500,4782500	47
12958500,4783500	132
12958500,4784500	68
12958500,4785500	184
12958500,4786500	16
12958500,4787500	27
12958500,4788500	149
12958500,4789500	34
12958500,4790500	124
12958500,4791500	138
12958500,4792500	111
12958500,4793500	94
12958500,4794500	49
